1,20160322,61200,10,61860,50,20,4,30
1,20160322,61200,10,62040,20,3,8,20
1,20160322,61200,10,62100,10,0,4,20
1,20160322,61200,10,62280,10,1,5,23
1,20160322,61200,22,62460,0,0,0,25
1,20160322,61200,10,62640,60,20,0,50
1,20160322,61200,17,62640,60,20,3,50
1,20160322,61200,22,62640,60,20,0,50
1,20160322,61200,10,63000,40,10,4,50
1,20160322,61200,17,63000,45,12,3,50
1,20160322,61200,22,63060,30,6,3,30
1,20160322,61200,22,63060,35,5,2,30
1,20160322,61200,22,63300,25,6,10,36
1,20160322,61200,10,63480,30,10,2,30
1,20160322,61200,10,63600,25,9,4,30
1,20160322,61200,17,63900,30,12,2,24
1,20160322,61200,17,64500,45,14,12,20
1,20160322,61200,17,64680,30,6,8,12
2,20150616,60300,295,60300,60,15,2,32
2,20150616,60300,95,60600,30,5,11,25
2,20150616,60300,446,60660,40,15,0,25
2,20150616,60300,100,60720,50,10,5,25
2,20150616,60300,295,60780,20,5,0,4
2,20150616,60300,134,60840,60,7,25,14
2,20150616,60300,295,60960,25,4,0,12
2,20150616,60300,100,61080,25,7,5,20
2,20150616,60300,100,61140,20,5,0,30
2,20150616,60300,100,61260,20,4,2,30
2,20150616,60300,134,61620,60,25,0,más de 50
2,20150616,60300,134,61800,30,10,10,más de 60
2,20150616,60300,446,62100,300,50,0,más de 60
2,20150616,60300,100,62400,60,18,5,más de 60
2,20150616,60300,100,62580,60,20,4,más de 60
2,20150616,60300,95,62640,110,10,30,más de 60
2,20150616,60300,95,62640,120,19,5,más de 60
2,20150616,60300,100,62700,100,20,10,más de 50
2,20150616,60300,295,62760,140,40,5,más de 60
2,20150616,60300,95,62820,40,10,3,más de 60
2,20150616,60300,100,62940,60,10,0,más de 40
2,20150616,60300,446,63000,40,10,2,más de 40
2,20150616,60300,295,63060,40,15,0,más de 30
2,20150616,60300,95,63120,40,10,7,más de 30
2,20150616,60300,134,63180,40,10,3,25
2,20150616,60300,134,63240,40,15,2,24
2,20150616,60300,295,63300,,20,2,7
2,20150616,60300,95,63300,30,0,7,13
2,20150616,60300,134,63360,20,2,0,15
2,20150616,60300,446,63360,30,7,2,10
2,20150616,60300,95,63480,20,8,6,20
2,20150616,60300,100,63600,30,0,5,20
2,20150616,60300,134,63660,20,0,5,20
2,20150616,60300,134,63660,30,12,4,20
2,20150616,60300,100,63720,60,10,3,20
2,20150616,60300,95,63840,60,6,15,20
2,20150616,60300,295,63900,30,5,0,10
2,20150616,60300,295,63900,60,20,2,12
2,20150616,60300,446,64140,30,8,0,14
2,20150616,60300,100,64380,30,10,10,12
2,20150616,60300,95,64440,30,5,2,10
2,20150616,60300,95,64440,30,5,9,15
2,20150616,60300,95,64560,30,2,12,15
2,20150616,60300,100,64680,,12,4,25
2,20150616,60300,95,64740,,13,3,10
3,20150602,60300,148,60420,0,0,0,30
3,20150602,60300,98,60480,20,7,1,30
3,20150602,60300,148,60600,,0,0,30
3,20150602,60300,98,60660,20,5,7,30
3,20150602,60300,148,60780,15,2,7,30
3,20150602,60300,74,60780,15,0,0,28
3,20150602,60300,98,60840,10,2,0,30
3,20150602,60300,98,60840,30,16,9,30
3,20150602,60300,24,60960,30,2,0,15
3,20150602,60300,148,61020,15,4,2,21
3,20150602,60300,24,61020,10,2,2,13
3,20150602,60300,148,61080,15,10,2,23
3,20150602,60300,98,61200,30,9,3,21
3,20150602,60300,148,61320,0,0,0,35
3,20150602,60300,148,61440,20,12,0,más de 40
3,20150602,60300,98,61560,30,10,4,más de 50
3,20150602,60300,98,61620,20,4,5,más de 60
3,20150602,60300,98,61680,30,7,0,más de 50
3,20150602,60300,74,61800,15,4,0,más de 50
3,20150602,60300,148,61860,25,17,0,más de 50
3,20150602,60300,148,61920,0,0,0,más de 50
3,20150602,60300,98,61980,15,4,9,más de 50
3,20150602,60300,98,62160,120,30,0,más de 50
3,20150602,60300,74,62340,1,6,10,30
3,20150602,60300,98,62340,120,25,5,más de 40
3,20150602,60300,148,62520,25,7,0,más de 50
3,20150602,60300,148,62580,25,5,2,más de 50
3,20150602,60300,148,62640,60,15,0,más de 50
3,20150602,60300,98,62640,10,2,0,más de 50
3,20150602,60300,148,62760,0,0,0,más de 50
3,20150602,60300,148,62760,40,7,0,más de 50
3,20150602,60300,24,62880,60,25,10,más de 50
3,20150602,60300,24,62940,60,23,8,más de 50
3,20150602,60300,98,63000,60,20,2,más de 40
3,20150602,60300,24,63060,60,14,10,más de 50
3,20150602,60300,148,63120,60,10,4,más de 60
3,20150602,60300,148,63420,60,32,0,más de 50
3,20150602,60300,98,63480,60,30,2,más de 50
3,20150602,60300,24,63540,30,18,4,más de 50
3,20150602,60300,98,63720,30,6,4,más de 50
3,20150602,60300,98,63720,40,10,0,más de 50
3,20150602,60300,148,63780,30,10,0,más de 30
3,20150602,60300,148,63840,15,1,0,más de 40
3,20150602,60300,98,63900,30,9,6,más de 50
3,20150602,60300,24,63960,30,6,10,más de 50
3,20150602,60300,148,64020,30,10,0,8
3,20150602,60300,24,64020,20,6,0,4
3,20150602,60300,24,64080,20,0,10,7
3,20150602,60300,98,64140,20,2,10,12
3,20150602,60300,148,64200,0,0,0,12
3,20150602,60300,98,64380,40,12,3,14
3,20150602,60300,148,64500,30,4,2,15
3,20150602,60300,148,64560,30,5,0,10
3,20150602,60300,98,64800,30,4,5,4
4,20150519,60300,33,60420,20,3,5,3
4,20150519,60300,33,60600,10,2,0,2
4,20150519,60300,129,60660,10,3,1,3
4,20150519,60300,154,60720,10,4,0,6
4,20150519,60300,33,60900,20,3,0,7
4,20150519,60300,129,60960,10,4,0,7
4,20150519,60300,33,60960,10,0,3,4
4,20150519,60300,33,61020,10,2,1,6
4,20150519,60300,129,61080,15,3,1,8
4,20150519,60300,33,61140,25,7,0,10
4,20150519,60300,154,61260,10,4,0,6
4,20150519,60300,33,61680,10,0,3,16
4,20150519,60300,33,61800,25,8,1,22
4,20150519,60300,45,61920,20,4,2,14
4,20150519,60300,129,62100,15,2,1,15
4,20150519,60300,33,62280,20,4,7,28
4,20150519,60300,33,62400,60,19,0,38
4,20150519,60300,154,62640,20,4,1,21
4,20150519,60300,129,62760,45,14,1,22
4,20150519,60300,33,62880,10,2,1,7
4,20150519,60300,33,63600,35,15,1,23
4,20150519,60300,154,63720,20,2,0,8
4,20150519,60300,33,63780,10,2,0,7
4,20150519,60300,129,63840,15,3,2,7
4,20150519,60300,129,63900,20,2,3,8
4,20150519,60300,154,63900,10,4,0,5
4,20150519,60300,129,64320,20,3,1,4
5,20150623,60300,Paró un 295,0,,,,
5,20150623,60300,293,60480,30,3,0,7
5,20150623,60300,293,60660,60,15,1,15
5,20150623,60300,293,61020,30,10,2,16
5,20150623,60300,293,61500,,24,1,29
5,20150623,60300,295,61500,40,9,0,21
5,20150623,60300,293,61920,110,21,0,31
5,20150623,60300,293,61980,35,11,0,12
5,20150623,60300,293,62460,60,17,4,23
5,20150623,60300,293,62580,60,16,2,20
5,20150623,60300,293,63180,65,15,2,30
5,20150623,60300,293,63300,60,16,1,16
5,20150623,60300,293,63600,20,6,0,11
5,20150623,60300,293,63720,45,10,2,15
5,20150623,60300,293,63840,40,6,0,12
5,20150623,60300,293,64260,60,17,2,20
5,20150623,60300,293,64740,30,8,3,11
5,20150623,60300,293,64860,25,3,0,3
6,20150623,60300,247,60420,120,15,4,15
6,20150623,60300,247,60480,30,4,1,16
6,20150623,60300,247,61200,40,10,10,30
6,20150623,60300,247,61680,60,20,2,32
6,20150623,60300,247,61920,130,26,8,42
6,20150623,60300,247,62100,70,21,2,36
6,20150623,60300,247,62400,40,10,4,23
6,20150623,60300,247,62580,45,10,2,34
6,20150623,60300,247,62580,45,15,5,34
6,20150623,60300,247,62640,40,8,2,16
6,20150623,60300,247,62700,15,1,0,15
6,20150623,60300,247,63300,40,11,2,23
6,20150623,60300,247,63300,50,10,3,23
6,20150623,60300,247,63600,20,3,3,6
6,20150623,60300,247,63900,6,2,0,12
6,20150623,60300,247,64500,5,3,0,13
6,20150623,60300,247,64860,6,2,0,11
7,20150707,60300,178,60300,40,6,5,36
7,20150707,60300,100,60420,30,5,3,30
7,20150707,60300,271,60480,45,10,0,30
7,20150707,60300,570,60480,40,10,2,36
7,20150707,60300,373,60720,40,12,2,40
7,20150707,60300,373,60780,45,15,3,40
7,20150707,60300,570,60840,50,11,2,20
7,20150707,60300,271,60900,50,10,3,20
7,20150707,60300,271,61020,30,5,6,15
7,20150707,60300,154,61080,0,0,0,12
7,20150707,60300,570,61140,25,8,7,14
7,20150707,60300,178,61260,20,3,9,10
7,20150707,60300,100,61320,15,0,2,13
7,20150707,60300,271,61440,80,22,4,36
7,20150707,60300,373,61560,90,21,5,41
7,20150707,60300,373,61680,90,20,2,más de 40
7,20150707,60300,154,61740,0,0,0,20
7,20150707,60300,134,61860,20,3,0,30
7,20150707,60300,271,61920,30,10,2,30
7,20150707,60300,95,62100,30,5,10,más de 40
7,20150707,60300,271,62160,120,23,3,más de 40
7,20150707,60300,446,62220,20,5,0,más de 30
7,20150707,60300,570,62280,40,12,2,más de 30
7,20150707,60300,271,62340,40,10,2,más de 30
7,20150707,60300,373,62460,25,4,4,21
7,20150707,60300,95,62580,20,4,2,25
7,20150707,60300,373,62700,60,14,3,35
7,20150707,60300,570,62700,30,8,8,34
7,20150707,60300,100,63000,20,2,2,más de 40
7,20150707,60300,271,63060,60,16,7,más de 40
7,20150707,60300,134,63120,35,5,8,más de 40
7,20150707,60300,178,63120,110,20,0,más de 40
7,20150707,60300,373,63180,50,3,1,más de 40
7,20150707,60300,95,63240,20,4,3,más de 40
7,20150707,60300,570,63360,20,5,3,más de 40
7,20150707,60300,271,63420,40,10,4,más de 40
7,20150707,60300,178,63480,20,2,0,32
7,20150707,60300,178,63480,25,8,3,más de 40
7,20150707,60300,271,63540,110,18,0,37
7,20150707,60300,95,63600,10,0,3,37
7,20150707,60300,100,63660,15,3,0,24
7,20150707,60300,178,63660,10,4,2,25
7,20150707,60300,100,63720,10,1,0,25
7,20150707,60300,271,63780,50,15,1,25
7,20150707,60300,373,63900,40,11,0,36
7,20150707,60300,134,63960,30,8,0,36
7,20150707,60300,95,64080,30,7,4,34
7,20150707,60300,271,64140,40,16,8,30
7,20150707,60300,570,64200,40,13,2,30
7,20150707,60300,271,64260,30,8,0,20
7,20150707,60300,570,64320,25,1,6,15
7,20150707,60300,373,64380,20,3,0,19
7,20150707,60300,271,64440,20,1,5,18
7,20150707,60300,373,64440,10,2,0,17
7,20150707,60300,178,64500,40,9,7,19
7,20150707,60300,100,64560,10,0,1,19
7,20150707,60300,178,64620,15,1,4,18
7,20150707,60300,446,64680,20,2,0,18
7,20150707,60300,570,64740,40,9,3,23
7,20150707,60300,95,64740,20,0,6,23
7,20150707,60300,100,64800,10,0,4,23
7,20150707,60300,271,64800,30,7,2,26
8,20150714,60300,22,60600,25,3,6,5
8,20150714,60300,17,60660,20,0,5,2
8,20150714,60300,10,60780,10,0,1,2
8,20150714,60300,22,60780,15,2,2,3
8,20150714,60300,22,60840,15,0,2,1
8,20150714,60300,17,61200,20,4,4,6
8,20150714,60300,17,61320,30,4,6,5
8,20150714,60300,17,61380,30,2,2,6
8,20150714,60300,17,61440,30,0,5,4
8,20150714,60300,10,61800,20,0,3,16
8,20150714,60300,17,61860,35,8,3,17
8,20150714,60300,22,61920,20,0,1,19
8,20150714,60300,10,62400,20,0,3,23
8,20150714,60300,17,62460,45,10,1,26
8,20150714,60300,17,63000,45,6,6,22
8,20150714,60300,17,63300,25,0,4,20
8,20150714,60300,22,63600,50,11,3,21
8,20150714,60300,17,63900,,5,0,15
8,20150714,60300,10,64200,25,0,6,10
8,20150714,60300,17,64560,35,6,2,6
8,20150714,60300,22,64680,30,2,6,5
9,20150915,62100,295/5,62400,90,15,3,26
9,20150915,62100,295/4,62640,30,6,2,23
9,20150915,62100,100/3,62760,60,4,2,27
9,20150915,62100,74,62760,60,10,0,27
9,20150915,62100,100/3,63060,90,0,0,20
9,20150915,62100,100,63120,40,1,0,22
9,20150915,62100,446,63120,40,12,0,22
9,20150915,62100,446,63180,50,8,0,18
9,20150915,62100,100,63240,20,2,0,8
9,20150915,62100,95/2,63360,30,1,3,14
9,20150915,62100,95/3,63360,30,2,0,14
9,20150915,62100,95/2,63420,0,0,0,17
9,20150915,62100,95/1,63480,0,0,0,17
9,20150915,62100,95/1,63540,20,1,4,17
9,20150915,62100,295/2,63600,40,6,0,18
9,20150915,62100,295/5,63660,20,2,0,18
9,20150915,62100,33,63660,30,4,0,18
9,20150915,62100,74,63660,25,3,0,10
9,20150915,62100,100,63840,30,2,1,14
9,20150915,62100,100,64020,40,10,2,15
9,20150915,62100,95/01,64080,40,1,1,12
9,20150915,62100,95/2,64080,40,4,0,12
9,20150915,62100,295/5,64320,45,10,0,16
9,20150915,62100,95/1,64380,0,0,0,9
9,20150915,62100,295/4,64440,30,5,0,6
