9,20150915,62100,100/1,64500,40,5,0,6
9,20150915,62100,446/1,64680,20,1,0,8
10,20160316,60300,98/1,60300,20,2,,6
10,20160316,60300,98/3,61080,30,5,,18
10,20160316,60300,98/2,61140,10,0,,20
10,20160316,60300,98/116,61200,40,12,,22
10,20160316,60300,98/5,61260,30,6,,12
10,20160316,60300,98/116,61320,45,9,,13
10,20160316,60300,98/116,61440,15,2,,7
10,20160316,60300,98/3,61920,20,3,,15
10,20160316,60300,98/3,62040,20,6,,17
10,20160316,60300,98/1,62100,25,6,1,12
10,20160316,60300,98/116,62160,20,6,2,7
10,20160316,60300,98/116,62280,25,6,2,7
10,20160316,60300,98/5,62400,15,2,0,2
10,20160316,60300,98/2,63000,25,6,3,16
10,20160316,60300,98/5,63060,30,6,0,16
10,20160316,60300,98/3,63120,20,4,2,10
10,20160316,60300,98/116,63300,50,12,3,12
10,20160316,60300,98/5,63900,25,1,3,6
10,20160316,60300,98/116,64200,25,8,3,8
10,20160316,60300,98/3,64500,20,3,1,4
10,20160316,60300,98/116,64860,20,2,0,3
10,20160316,60300,98/5,64860,25,3,1,6
11,20160329,61200,22,61200,20,10,2,25
11,20160329,61200,10,61260,20,5,3,20
11,20160329,61200,22,61320,25,8,5,25
11,20160329,61200,10,61380,30,3,4,18
11,20160329,61200,24,61860,55,16,3,34
11,20160329,61200,33,61860,No,Paró,,
11,20160329,61200,17,61920,10,0,1,34
11,20160329,61200,17,61980,50,11,0,30
11,20160329,61200,154,62100,45,12,4,34
11,20160329,61200,17,62160,40,13,0,28
11,20160329,61200,17,62220,45,10,0,28
11,20160329,61200,24,62280,40,10,0,22
11,20160329,61200,22,62460,35,8,1,21
11,20160329,61200,24,62520,40,7,2,23
11,20160329,61200,33,62640,30,9,3,20
11,20160329,61200,17,62880,25,5,1,24
11,20160329,61200,17,63000,30,6,2,19
11,20160329,61200,154,63300,35,7,0,26
11,20160329,61200,22,63600,45,10,3,18
11,20160329,61200,24,63960,30,4,1,15
11,20160329,61200,10,64260,20,3,2,13
11,20160329,61200,17,64560,25,4,0,10
12,20160330,60300,148,60600,25,4,2,15
12,20160330,60300,570,60600,20,3,1,15
12,20160330,60300,293,60660,20,4,1,10
12,20160330,60300,148,60720,20,3,2,10
12,20160330,60300,520,60900,25,7,0,8
12,20160330,60300,247,60960,30,4,0,4
12,20160330,60300,148,61020,10,1,0,4
12,20160330,60300,148,61080,25,6,0,10
12,20160330,60300,148,61200,20,4,0,7
12,20160330,60300,570,61260,20,4,1,12
12,20160330,60300,271,61320,25,6,2,14
12,20160330,60300,148,61380,15,1,1,9
12,20160330,60300,247,61380,20,2,0,10
12,20160330,60300,271,61380,20,5,2,12
12,20160330,60300,247,61440,20,3,0,9
12,20160330,60300,148,61500,25,8,1,15
12,20160330,60300,148,61620,15,3,0,10
12,20160330,60300,247,61680,20,2,0,7
12,20160330,60300,247,61740,20,5,0,11
12,20160330,60300,293,61800,30,8,2,12
12,20160330,60300,570,61800,20,3,1,15
12,20160330,60300,148,61860,25,5,0,8
12,20160330,60300,247,61980,20,3,1,15
12,20160330,60300,570,61980,25,5,2,15
12,20160330,60300,148,62040,10,2,0,14
12,20160330,60300,293,62100,40,10,2,21
12,20160330,60300,148,62220,25,4,1,22
12,20160330,60300,271,62340,45,13,0,23
12,20160330,60300,247,62400,25,5,3,29
12,20160330,60300,178,62460,40,10,2,30
12,20160330,60300,247,62520,20,5,1,32
12,20160330,60300,293,62520,15,2,0,23
12,20160330,60300,178,62580,15,3,1,32
12,20160330,60300,570,62580,25,6,2,32
12,20160330,60300,271,62640,20,6,0,21
12,20160330,60300,2983,62640,20,4,1,21
12,20160330,60300,148,62700,30,7,2,19
12,20160330,60300,148,62760,10,1,1,19
12,20160330,60300,247,62760,20,2,2,19
12,20160330,60300,178,62820,45,13,2,20
12,20160330,60300,271,62880,10,3,3,12
12,20160330,60300,271,62940,15,5,1,13
12,20160330,60300,148,63000,30,9,1,16
12,20160330,60300,293,63000,10,2,0,11
12,20160330,60300,570,63000,20,4,1,16
12,20160330,60300,293,63060,10,3,0,8
12,20160330,60300,148,63360,20,4,1,26
12,20160330,60300,247,63360,35,13,0,26
12,20160330,60300,178,63480,15,4,2,18
12,20160330,60300,148,63540,30,6,2,16
12,20160330,60300,178,63600,20,3,3,18
12,20160330,60300,247,63600,10,0,3,6
12,20160330,60300,271,63600,20,3,3,18
12,20160330,60300,148,63720,10,3,0,6
12,20160330,60300,247,63900,10,2,8,9
12,20160330,60300,271,64080,15,4,0,12
12,20160330,60300,247,64200,15,2,1,11
12,20160330,60300,570,64380,15,2,2,8
12,20160330,60300,247,64560,10,1,0,6
12,20160330,60300,293,64680,10,0,1,7
